,SKU,keyword,Category,Mapped keyword
0,"Canada Goose Women's Kensington Parka Coat (X-Small, Admiral Blue)","['canada', 'goose', 'women', 'kensington', 'parka', 'coat', 'x-small', 'admiral', 'blue']","Jackets, Coats, Parkas, and Bombers",parka
1,"Canada Goose Women's Aviator Hat (S M, Black)","['canada', 'goose', 'women', 'aviator', 'hat', 's', 'm', 'black']",Headwear and Neckwear,hat
2,"Canada Goose Mens Carson Parka (Medium, Black)","['canada', 'goose', 'mens', 'carson', 'parka', 'medium', 'black']","Jackets, Coats, Parkas, and Bombers",parka
3,"Canada Goose Expedition Parka (Black, Large)","['canada', 'goose', 'expedition', 'parka', 'black', 'large']","Jackets, Coats, Parkas, and Bombers",parka
4,"Canada Goose Men's Langford Parka,Black,Large","['canada', 'goose', 'men', 'langford', 'parkablacklarge']",,NA
5,"Canada Goose Women's Trillium Parka,Black,X-Small","['canada', 'goose', 'women', 'trillium', 'parkablackx-small']",,NA
6,Canada Goose Women's Rossclair Parka - Black - L,"['canada', 'goose', 'women', 'rossclair', 'parka', '-', 'black', '-', 'l']","Jackets, Coats, Parkas, and Bombers",parka
7,"Canada Goose Expedition Polar Bear International Parka, Royal PBI Blue, Medium","['canada', 'goose', 'expedition', 'polar', 'bear', 'international', 'parka', 'royal', 'pbi', 'blue', 'medium']","Jackets, Coats, Parkas, and Bombers",parka
8,"Canada Goose Women's Victoria Parka,Graphite,Medium","['canada', 'goose', 'women', 'victoria', 'parkagraphitemedium']",,NA
9,"Canada Goose Men's Chilliwack Bomber Parka, Royal PBI Blue, M","['canada', 'goose', 'men', 'chilliwack', 'bomber', 'parka', 'royal', 'pbi', 'blue', 'm']","Jackets, Coats, Parkas, and Bombers",bomber
10,"Canada Goose Women's Shelburne Parka, Black, Small","['canada', 'goose', 'women', 'shelburne', 'parka', 'black', 'small']","Jackets, Coats, Parkas, and Bombers",parka
11,"Canada Goose Men's Wyndham Parka, Black, L","['canada', 'goose', 'men', 'wyndham', 'parka', 'black', 'l']","Jackets, Coats, Parkas, and Bombers",parka
12,Canada Goose Women's Lorette Parka - Limestone - Small,"['canada', 'goose', 'women', 'lorette', 'parka', '-', 'limestone', '-', 'small']","Jackets, Coats, Parkas, and Bombers",parka
13,"Canada Goose Snow Mantra Parka, Navy, Medium","['canada', 'goose', 'snow', 'mantra', 'parka', 'navy', 'medium']","Jackets, Coats, Parkas, and Bombers",parka
14,"Arc'teryx Kyanite LT Hoody Men's | Lightweight Comfortable Performance Stretch Fleece Hoody | Black, X-Large","[""arc'teryx"", 'kyanite', 'lt', 'hoody', 'men', '|', 'lightweight', 'comfortable', 'performance', 'stretch', 'fleece', 'hoody', '|', 'black', 'x-large']","Sweaters, Hoodies, Sweatshirts",fleece
15,"Arc'teryx Cerium LT Hoody Men's | Lightweight Down Hoody for Cool Dry Conditions | Black, Medium","[""arc'teryx"", 'cerium', 'lt', 'hoody', 'men', '|', 'lightweight', 'down', 'hoody', 'for', 'cool', 'dry', 'conditions', '|', 'black', 'medium']","Sweaters, Hoodies, Sweatshirts",hoody
16,"Arc'teryx Covert 1/2 Zip Neck Men's | Casual 1/2 Zip Fleece Pullover | Forage Heather, Large","[""arc'teryx"", 'covert', '1/2', 'zip', 'neck', 'men', '|', 'casual', '1/2', 'zip', 'fleece', 'pullover', '|', 'forage', 'heather', 'large']","Sweaters, Hoodies, Sweatshirts",fleece
17,"Arc'teryx Gamma LT Pant Men's | Lightweight Softshell Pant with Stretch - Redesign | Canvas, Large","[""arc'teryx"", 'gamma', 'lt', 'pant', 'men', '|', 'lightweight', 'softshell', 'pant', 'with', 'stretch', '-', 'redesign', '|', 'canvas', 'large']",Bottoms,pant
18,"Arc'teryx Cormac Zip Neck Shirt LS Men's | Lightweight Zip Neck for Trail Runs and Hiking | Black, XX-Large","[""arc'teryx"", 'cormac', 'zip', 'neck', 'shirt', 'ls', 'men', '|', 'lightweight', 'zip', 'neck', 'for', 'trail', 'runs', 'and', 'hiking', '|', 'black', 'xx-large']",Shirts and Tops,shirt
19,"Arc'teryx Covert Cardigan Men's | Casual Fleece Cardigan with The Look of Wool | Canvas Heather, Large","[""arc'teryx"", 'covert', 'cardigan', 'men', '|', 'casual', 'fleece', 'cardigan', 'with', 'the', 'look', 'of', 'wool', '|', 'canvas', 'heather', 'large']","Sweaters, Hoodies, Sweatshirts",fleece
20,"Arc'teryx Atom LT Hoody Men's | Lightweight Versatile Synthetically Insulated Hoody | Glitch, Medium","[""arc'teryx"", 'atom', 'lt', 'hoody', 'men', '|', 'lightweight', 'versatile', 'synthetically', 'insulated', 'hoody', '|', 'glitch', 'medium']","Sweaters, Hoodies, Sweatshirts",hoody
21,"Arc'teryx Gamma Quick Dry Short 11 Men's | Superlight Technical Hiking Short | Black Sapphire, 32","[""arc'teryx"", 'gamma', 'quick', 'dry', 'short', '11', 'men', '|', 'superlight', 'technical', 'hiking', 'short', '|', 'black', 'sapphire', '32']",,NA
22,"Arc'teryx Skyline Shirt LS Men's | Performance Snap-Front with Advanced Style - Redesign | Canvas, Medium","[""arc'teryx"", 'skyline', 'shirt', 'ls', 'men', '|', 'performance', 'snap-front', 'with', 'advanced', 'style', '-', 'redesign', '|', 'canvas', 'medium']",Shirts and Tops,shirt
23,"Arc'teryx Motus SL Boxer Men's | Superlight Performance Boxer | Black, Medium","[""arc'teryx"", 'motus', 'sl', 'boxer', 'men', '|', 'superlight', 'performance', 'boxer', '|', 'black', 'medium']",,NA
24,"Arc'teryx Gamma SL Pant Men's | Versatile Superlight Technical Pant | Cloud, 30","[""arc'teryx"", 'gamma', 'sl', 'pant', 'men', '|', 'versatile', 'superlight', 'technical', 'pant', '|', 'cloud', '30']",Bottoms,pant
25,"Arc'teryx Delta LT Jacket Women's | Lightweight Versatile Fleece Jacket | Black, Medium","[""arc'teryx"", 'delta', 'lt', 'jacket', 'women', '|', 'lightweight', 'versatile', 'fleece', 'jacket', '|', 'black', 'medium']","Jackets, Coats, Parkas, and Bombers",jacket
26,"Arc'teryx Cerium LT Hoody Men's | Lightweight Down Hoody for Cool Dry Conditions | Conifer, X-Large","[""arc'teryx"", 'cerium', 'lt', 'hoody', 'men', '|', 'lightweight', 'down', 'hoody', 'for', 'cool', 'dry', 'conditions', '|', 'conifer', 'x-large']","Sweaters, Hoodies, Sweatshirts",hoody
27,"Arc'teryx Cormac Crew Neck Shirt LS Men's | Performance Tee for High Output in Hot Weather | Solitude, X-Large","[""arc'teryx"", 'cormac', 'crew', 'neck', 'shirt', 'ls', 'men', '|', 'performance', 'tee', 'for', 'high', 'output', 'in', 'hot', 'weather', '|', 'solitude', 'x-large']",Shirts and Tops,shirt
28,"Arc'teryx Atom LT Vest Men's | Lightweight Versatile Synthetically Insulated Vest | Black, Medium","[""arc'teryx"", 'atom', 'lt', 'vest', 'men', '|', 'lightweight', 'versatile', 'synthetically', 'insulated', 'vest', '|', 'black', 'medium']",Vests,vest
29,"Arc'teryx Skyline Shirt SS Men's | Performance Snap-Front with Advanced Style - Redesign | Black Sapphire, XX-Large","[""arc'teryx"", 'skyline', 'shirt', 'ss', 'men', '|', 'performance', 'snap-front', 'with', 'advanced', 'style', '-', 'redesign', '|', 'black', 'sapphire', 'xx-large']",Shirts and Tops,shirt
30,"Arc'teryx Cormac Hoody Men's | Lightweight Breathable Sun Hoody | Solitude, X-Large","[""arc'teryx"", 'cormac', 'hoody', 'men', '|', 'lightweight', 'breathable', 'sun', 'hoody', '|', 'solitude', 'x-large']","Sweaters, Hoodies, Sweatshirts",hoody
31,"Marmot Magus Men's Lightweight Waterproof Rain Jacket , Jet Black, Large","['marmot', 'magus', 'men', 'lightweight', 'waterproof', 'rain', 'jacket', '', 'jet', 'black', 'large']","Jackets, Coats, Parkas, and Bombers",jacket
32,"Arc'teryx Atom SL Hoody Men's | Superlight Coreloft Insulated Hoody | Revel, Large","[""arc'teryx"", 'atom', 'sl', 'hoody', 'men', '|', 'superlight', 'coreloft', 'insulated', 'hoody', '|', 'revel', 'large']","Sweaters, Hoodies, Sweatshirts",hoody
33,"Arc'teryx Atom LT Jacket Men's | Lightweight Versatile Synthetically Insulated Jacket | Black, X-Large","[""arc'teryx"", 'atom', 'lt', 'jacket', 'men', '|', 'lightweight', 'versatile', 'synthetically', 'insulated', 'jacket', '|', 'black', 'x-large']","Jackets, Coats, Parkas, and Bombers",jacket
34,"Arc'teryx Beta LT Jacket Men's | Lightweight Versatile Gore-Tex Shell | Vitality, XX-Large","[""arc'teryx"", 'beta', 'lt', 'jacket', 'men', '|', 'lightweight', 'versatile', 'gore-tex', 'shell', '|', 'vitality', 'xx-large']","Jackets, Coats, Parkas, and Bombers",jacket
35,"Arc'teryx Fraser Jacket Men's | Gore-Tex Protection Refined for The City | Black, Large","[""arc'teryx"", 'fraser', 'jacket', 'men', '|', 'gore-tex', 'protection', 'refined', 'for', 'the', 'city', '|', 'black', 'large']","Jackets, Coats, Parkas, and Bombers",jacket
36,"Arc'teryx Cerium LT Jacket Men's | Lightweight Down Jacket for Cool, Dry Conditions | Distortion, Large","[""arc'teryx"", 'cerium', 'lt', 'jacket', 'men', '|', 'lightweight', 'down', 'jacket', 'for', 'cool', 'dry', 'conditions', '|', 'distortion', 'large']","Jackets, Coats, Parkas, and Bombers",jacket
37,"Arc'teryx Cerium LT Hoody Men's | Lightweight Down Hoody for Cool Dry Conditions | Conifer, Large","[""arc'teryx"", 'cerium', 'lt', 'hoody', 'men', '|', 'lightweight', 'down', 'hoody', 'for', 'cool', 'dry', 'conditions', '|', 'conifer', 'large']","Sweaters, Hoodies, Sweatshirts",hoody
38,"Arc'teryx Rivet Glove | All Round, Air Permeable, Hardfleece Glove | Black, Medium","[""arc'teryx"", 'rivet', 'glove', '|', 'all', 'round', 'air', 'permeable', 'hardfleece', 'glove', '|', 'black', 'medium']",Headwear and Neckwear,glove
39,"The North Face Infant Reversible Mossbud Swirl Hoodie, Paradise Pink Wildflowers Print, 3-6 Months","['the', 'north', 'face', 'infant', 'reversible', 'mossbud', 'swirl', 'hoodie', 'paradise', 'pink', 'wildflowers', 'print', '3-6', 'months']","Sweaters, Hoodies, Sweatshirts",hoodie
40,"The North Face Infant Thermoball Eco Insulated Hooded Jacket, TNF Blue, 3-6 Months","['the', 'north', 'face', 'infant', 'thermoball', 'eco', 'insulated', 'hooded', 'jacket', 'tnf', 'blue', '3-6', 'months']","Jackets, Coats, Parkas, and Bombers",jacket
41,"The North Face Boys' Thermoball Eco Jacket, Fiery Red, X-Large","['the', 'north', 'face', ""boys'"", 'thermoball', 'eco', 'jacket', 'fiery', 'red', 'x-large']","Jackets, Coats, Parkas, and Bombers",jacket
42,"The North Face Men's Half Dome Pullover Hoodie, TNF Black, Medium","['the', 'north', 'face', 'men', 'half', 'dome', 'pullover', 'hoodie', 'tnf', 'black', 'medium']","Sweaters, Hoodies, Sweatshirts",hoodie
43,"The North Face Men's Box NSE Pullover Hoodie, TNF Black, Medium","['the', 'north', 'face', 'men', 'box', 'nse', 'pullover', 'hoodie', 'tnf', 'black', 'medium']","Sweaters, Hoodies, Sweatshirts",hoodie
44,"The North Face Toddler Boys' Reversible Mount Chimborazo Hooded Insulated Jacket, TNF Medium Grey Heather/TNF White, 4T","['the', 'north', 'face', 'toddler', ""boys'"", 'reversible', 'mount', 'chimborazo', 'hooded', 'insulated', 'jacket', 'tnf', 'medium', 'grey', 'heather/tnf', 'white', '4t']","Jackets, Coats, Parkas, and Bombers",jacket
45,"The North Face Women's ThermoBall Traction Bootie, Enamel Blue/TNF Black, 9","['the', 'north', 'face', 'women', 'thermoball', 'traction', 'bootie', 'enamel', 'blue/tnf', 'black', '9']",,NA
46,"The North Face Men's ThermoBall Traction Bootie, Burnt Ochre/TNF Black, 12","['the', 'north', 'face', 'men', 'thermoball', 'traction', 'bootie', 'burnt', 'ochre/tnf', 'black', '12']",,NA
47,"The North Face Toddler Alpenglow II, TNF Black/Zinc Grey, 9","['the', 'north', 'face', 'toddler', 'alpenglow', 'ii', 'tnf', 'black/zinc', 'grey', '9']",,NA
48,"The North Face Boys' Warm Storm Waterproof Rain Jacket, Summit Gold (Past Season), Medium","['the', 'north', 'face', ""boys'"", 'warm', 'storm', 'waterproof', 'rain', 'jacket', 'summit', 'gold', 'past', 'season', 'medium']","Jackets, Coats, Parkas, and Bombers",jacket
49,"The North Face Men's Big & Tall Half Dome Pullover Hoodie, TNF Black, 2X","['the', 'north', 'face', 'men', 'big', '&', 'tall', 'half', 'dome', 'pullover', 'hoodie', 'tnf', 'black', '2x']","Sweaters, Hoodies, Sweatshirts",hoodie
50,The North Face Kids Reversible Perrito Jacket (Toddler) Starlight Blue 3T Toddler,"['the', 'north', 'face', 'kids', 'reversible', 'perrito', 'jacket', 'toddler', 'starlight', 'blue', '3t', 'toddler']","Jackets, Coats, Parkas, and Bombers",jacket
51,"The North Face Youth Moondoggy Hoodie, Cabaret Pink, XL","['the', 'north', 'face', 'youth', 'moondoggy', 'hoodie', 'cabaret', 'pink', 'xl']","Sweaters, Hoodies, Sweatshirts",hoodie
52,"The North Face Toddler Moondoggy Hoodie, TNF Medium Grey Heather, 3T","['the', 'north', 'face', 'toddler', 'moondoggy', 'hoodie', 'tnf', 'medium', 'grey', 'heather', '3t']","Sweaters, Hoodies, Sweatshirts",hoodie
53,"The North Face Infant OSO Hoodie, Meld Grey, 0-3 Months","['the', 'north', 'face', 'infant', 'oso', 'hoodie', 'meld', 'grey', '0-3', 'months']","Sweaters, Hoodies, Sweatshirts",hoodie
54,"The North Face Infant Glacier Quarter Snap Sweatshirt, Sweet Lavender, 6-12 Months","['the', 'north', 'face', 'infant', 'glacier', 'quarter', 'snap', 'sweatshirt', 'sweet', 'lavender', '6-12', 'months']",,NA
55,"The North Face Girls' Osolita Jacket, Meld Grey, XS","['the', 'north', 'face', ""girls'"", 'osolita', 'jacket', 'meld', 'grey', 'xs']","Jackets, Coats, Parkas, and Bombers",jacket
56,"The North Face Girls' Mossbud Swirl Parka, TNF Medium Grey Heather/Starlight Blue, X-Large","['the', 'north', 'face', ""girls'"", 'mossbud', 'swirl', 'parka', 'tnf', 'medium', 'grey', 'heather/starlight', 'blue', 'x-large']","Jackets, Coats, Parkas, and Bombers",parka
57,"The North Face Toddler Glacier Full Zip Hoodie, TNF Black, 3T","['the', 'north', 'face', 'toddler', 'glacier', 'full', 'zip', 'hoodie', 'tnf', 'black', '3t']","Sweaters, Hoodies, Sweatshirts",hoodie
58,"The North Face Toddler Reversible Perrito Jacket, Ice Blue, 4T","['the', 'north', 'face', 'toddler', 'reversible', 'perrito', 'jacket', 'ice', 'blue', '4t']","Jackets, Coats, Parkas, and Bombers",jacket
59,"The North Face Women's Resolve 2 Jacket, TNF Black, Small","['the', 'north', 'face', 'women', 'resolve', '2', 'jacket', 'tnf', 'black', 'small']","Jackets, Coats, Parkas, and Bombers",jacket
60,"The North Face Boys' Camp Fleece Pullover Hoodie, TNF Black/TNF Black, Medium","['the', 'north', 'face', ""boys'"", 'camp', 'fleece', 'pullover', 'hoodie', 'tnf', 'black/tnf', 'black', 'medium']","Sweaters, Hoodies, Sweatshirts",hoodie
61,"The North Face Girls' Reversible Mossbud Swirl Jacket, Vanadis Grey Heather/Gardenia White, S","['the', 'north', 'face', ""girls'"", 'reversible', 'mossbud', 'swirl', 'jacket', 'vanadis', 'grey', 'heather/gardenia', 'white', 's']","Jackets, Coats, Parkas, and Bombers",jacket
62,"The North Face Women's Hedgehog Fastpack II Mid WP, Bipartisan Brown/Coffee Brown, 5 B","['the', 'north', 'face', 'women', 'hedgehog', 'fastpack', 'ii', 'mid', 'wp', 'bipartisan', 'brown/coffee', 'brown', '5', 'b']",,NA
63,"The North Face Girls' Warm Storm Rain Jacket, Starlight Blue, M","['the', 'north', 'face', ""girls'"", 'warm', 'storm', 'rain', 'jacket', 'starlight', 'blue', 'm']","Jackets, Coats, Parkas, and Bombers",jacket
64,"The North Face Girls' Suave Oso Hooded Full Zip Jacket, TNF Black, S","['the', 'north', 'face', ""girls'"", 'suave', 'oso', 'hooded', 'full', 'zip', 'jacket', 'tnf', 'black', 's']","Jackets, Coats, Parkas, and Bombers",jacket
65,"The North Face Mens Half Dome Graphic Pullover Hoodie (Medium, Urban Navy)","['the', 'north', 'face', 'mens', 'half', 'dome', 'graphic', 'pullover', 'hoodie', 'medium', 'urban', 'navy']","Sweaters, Hoodies, Sweatshirts",hoodie
66,"The North Face Toddler Osolita Full Zip Hoodie, Ice Blue, 6T","['the', 'north', 'face', 'toddler', 'osolita', 'full', 'zip', 'hoodie', 'ice', 'blue', '6t']","Sweaters, Hoodies, Sweatshirts",hoodie
67,"The North Face Women's Apex Bionic Softshell Jacket, TNF Black, Large","['the', 'north', 'face', 'women', 'apex', 'bionic', 'softshell', 'jacket', 'tnf', 'black', 'large']","Jackets, Coats, Parkas, and Bombers",jacket
68,"The North Face Men's Aconcagua Insulated Vest - Sleeveless Puffer Vest for Men, TNF Black, XX-Large","['the', 'north', 'face', 'men', 'aconcagua', 'insulated', 'vest', '-', 'sleeveless', 'puffer', 'vest', 'for', 'men', 'tnf', 'black', 'xx-large']","Jackets, Coats, Parkas, and Bombers",puffer
69,"The North Face Men's Apex 2 Bionic Softshell Vest, TNF Black, Large","['the', 'north', 'face', 'men', 'apex', '2', 'bionic', 'softshell', 'vest', 'tnf', 'black', 'large']",Vests,vest
70,"The North Face Youth Balanced Rock Insulated Hooded Vest, TNF Black, XL","['the', 'north', 'face', 'youth', 'balanced', 'rock', 'insulated', 'hooded', 'vest', 'tnf', 'black', 'xl']","Sweaters, Hoodies, Sweatshirts",hooded
71,"Patagonia Unisex_Adult P-6 Logo Trucker Hat Beret, Black, one Size","['patagonia', 'unisex_adult', 'p-6', 'logo', 'trucker', 'hat', 'beret', 'black', 'one', 'size']",Headwear and Neckwear,hat
72,"Patagonia Capilene Women's Sports Bras, DRT (Tan/Khaki) (Medium)","['patagonia', 'capilene', 'women', 'sports', 'bras', 'drt', 'tan/khaki', 'medium']",,NA
73,"Patagonia Sport, p-6 Logo: Fatigue Green, One Size","['patagonia', 'sport', 'p-6', 'logo:', 'fatigue', 'green', 'one', 'size']",,NA
74,Burberry Men's BE2272 Eyeglasses Top Black On Havana 53mm,"['burberry', 'men', 'be2272', 'eyeglasses', 'top', 'black', 'on', 'havana', '53mm']",Shirts and Tops,top
75,"BURBERRY Brit Mens Short Sleeve nova Check Placket Polo Shirt (Large, Black)","['burberry', 'brit', 'mens', 'short', 'sleeve', 'nova', 'check', 'placket', 'polo', 'shirt', 'large', 'black']",Shirts and Tops,polo
76,"Mackage Women's Reema Jacket, Cream, Off White, M","['mackage', 'women', 'reema', 'jacket', 'cream', 'off', 'white', 'm']","Jackets, Coats, Parkas, and Bombers",jacket
77,"Mackage Women's Kinslee Jacket, Army, Green, M","['mackage', 'women', 'kinslee', 'jacket', 'army', 'green', 'm']","Jackets, Coats, Parkas, and Bombers",jacket
78,"Mackage Men's Kent Jacket, Punch, Red, 42","['mackage', 'men', 'kent', 'jacket', 'punch', 'red', '42']","Jackets, Coats, Parkas, and Bombers",jacket
79,"Mackage Women's Kay Jacket, Black, XL","['mackage', 'women', 'kay', 'jacket', 'black', 'xl']","Jackets, Coats, Parkas, and Bombers",jacket
80,"Moose Knuckles Men's Jackpine Down Jacket, Black, Small","['moose', 'knuckles', 'men', 'jackpine', 'down', 'jacket', 'black', 'small']","Jackets, Coats, Parkas, and Bombers",jacket
81,"Moose Knuckles Men's Fullcrest 3 Down Jacket, Night Sky, Medium","['moose', 'knuckles', 'men', 'fullcrest', '3', 'down', 'jacket', 'night', 'sky', 'medium']","Jackets, Coats, Parkas, and Bombers",jacket
82,"Moose Knuckles Causapcal Parka - Women's True Navy, S","['moose', 'knuckles', 'causapcal', 'parka', '-', 'women', 'true', 'navy', 's']","Jackets, Coats, Parkas, and Bombers",parka
83,"Moose Knuckles Men'S 3/4 Length 3Q Down Jacket Outerwear, Army With Black Fur, L","['moose', 'knuckles', 'men', '3/4', 'length', '3q', 'down', 'jacket', 'outerwear', 'army', 'with', 'black', 'fur', 'l']","Jackets, Coats, Parkas, and Bombers",jacket
84,"Helly Hansen Men's Crew Midlayer Fleece Lined Waterproof Windproof Rain Jacket, 001 Bright White, Large","['helly', 'hansen', 'men', 'crew', 'midlayer', 'fleece', 'lined', 'waterproof', 'windproof', 'rain', 'jacket', '001', 'bright', 'white', 'large']","Jackets, Coats, Parkas, and Bombers",jacket
85,"Helly-Hansen mens Hh Lifa Pant base layer bottoms, Black, 3X-Large US","['helly-hansen', 'mens', 'hh', 'lifa', 'pant', 'base', 'layer', 'bottoms', 'black', '3x-large', 'us']",Shirts and Tops,layer
86,"Helly-Hansen Women's Sandhaven Sailing Deck Shoe, Navy/Cornflower/Off White, 8.5","['helly-hansen', 'women', 'sandhaven', 'sailing', 'deck', 'shoe', 'navy/cornflower/off', 'white', '85']",Footwear,shoe
87,"Helly-Hansen Mens Salt Coastal Jacket Waterproof Windproof Breathable Sailing Jacket, 222 Alert Red, Large","['helly-hansen', 'mens', 'salt', 'coastal', 'jacket', 'waterproof', 'windproof', 'breathable', 'sailing', 'jacket', '222', 'alert', 'red', 'large']","Jackets, Coats, Parkas, and Bombers",jacket
88,"Helly Hansen Men's Workwear Manchester Rain Jacket, Black - XL","['helly', 'hansen', 'men', 'workwear', 'manchester', 'rain', 'jacket', 'black', '-', 'xl']","Jackets, Coats, Parkas, and Bombers",jacket
89,"Helly Hansen Workwear Men's Hh LIFA Crewneck, Black, 2XL","['helly', 'hansen', 'workwear', 'men', 'hh', 'lifa', 'crewneck', 'black', '2xl']",,NA
90,"Helly-Hansen Women's Low Rise Hiking Boots, Black Black Black 990, 4 UK","['helly-hansen', 'women', 'low', 'rise', 'hiking', 'boots', 'black', 'black', 'black', '990', '4', 'uk']",Footwear,boots
91,"Helly-Hansen Mens HH LIFA Active Solen Long Sleeve Shirt, 001 White, X-Large","['helly-hansen', 'mens', 'hh', 'lifa', 'active', 'solen', 'long', 'sleeve', 'shirt', '001', 'white', 'x-large']",Shirts and Tops,shirt
92,"Helly-Hansen Mens LIFA Merino Lightweight Base Layer Hoodie, 990 Black, X-Large","['helly-hansen', 'mens', 'lifa', 'merino', 'lightweight', 'base', 'layer', 'hoodie', '990', 'black', 'x-large']","Sweaters, Hoodies, Sweatshirts",hoodie
93,"Helly-Hansen Mens Crest Watermoc Sailing Watersports Shoes, Light-Weight, Breathable, 990 Black/Charcoal, 8","['helly-hansen', 'mens', 'crest', 'watermoc', 'sailing', 'watersports', 'shoes', 'light-weight', 'breathable', '990', 'black/charcoal', '8']",Footwear,shoes
94,"Helly-Hansen Mens LIFA Active Crew Base Layer Shirt, 597 Navy, Large","['helly-hansen', 'mens', 'lifa', 'active', 'crew', 'base', 'layer', 'shirt', '597', 'navy', 'large']",Shirts and Tops,layer
95,"Helly-Hansen mens Kensington fleece outerwear jackets, Black, X-Large US","['helly-hansen', 'mens', 'kensington', 'fleece', 'outerwear', 'jackets', 'black', 'x-large', 'us']","Jackets, Coats, Parkas, and Bombers",jackets
96,"Helly-Hansen Mens Scurry V3 Sneaker Tennis Shoe, 597 Navy/Off White, 12","['helly-hansen', 'mens', 'scurry', 'v3', 'sneaker', 'tennis', 'shoe', '597', 'navy/off', 'white', '12']",Footwear,shoe
97,"Helly-Hansen Womens Whitewall LIFAloft 2.0 Waterproof Jacket, 582 Baby Trooper, Medium","['helly-hansen', 'womens', 'whitewall', 'lifaloft', '20', 'waterproof', 'jacket', '582', 'baby', 'trooper', 'medium']","Jackets, Coats, Parkas, and Bombers",jacket
98,"Helly-Hansen Womens LIFA Merino Midweight Crew Base Layer Shirt, 012 Off White, Medium","['helly-hansen', 'womens', 'lifa', 'merino', 'midweight', 'crew', 'base', 'layer', 'shirt', '012', 'off', 'white', 'medium']",Shirts and Tops,layer
99,"Helly Hansen Mens Midsund Rain Boot, Protective Rubber, Waterproof, Traction, 597 Navy, Size 10","['helly', 'hansen', 'mens', 'midsund', 'rain', 'boot', 'protective', 'rubber', 'waterproof', 'traction', '597', 'navy', 'size', '10']",Rainwear,rain
100,"Helly Hansen Womens Nordvik 2 Lightweight Waterproof Rain Boot, 990 Black 8","['helly', 'hansen', 'womens', 'nordvik', '2', 'lightweight', 'waterproof', 'rain', 'boot', '990', 'black', '8']",Rainwear,rain
101,"Helly-Hansen Mens LIFA Merino Lightweight Crew Baselayer, 984 Slate, X-Large","['helly-hansen', 'mens', 'lifa', 'merino', 'lightweight', 'crew', 'baselayer', '984', 'slate', 'x-large']",,NA
102,"Helly-Hansen Mens Ahiga V4 Hydropower Sailing Shoe, 597 Navy/Flag Red/Off White, 9","['helly-hansen', 'mens', 'ahiga', 'v4', 'hydropower', 'sailing', 'shoe', '597', 'navy/flag', 'red/off', 'white', '9']",Footwear,shoe
103,"Helly-Hansen Womens LIFA Merino Midweight Base Layer Pant, 662 Wild Rose, Medium","['helly-hansen', 'womens', 'lifa', 'merino', 'midweight', 'base', 'layer', 'pant', '662', 'wild', 'rose', 'medium']",Shirts and Tops,layer
104,"Helly-Hansen Men's Skagen F-1 Offshore Sailing Deck Shoe, Navy/Graphite Blue/Off White/Metallic Silver, 12","['helly-hansen', 'men', 'skagen', 'f-1', 'offshore', 'sailing', 'deck', 'shoe', 'navy/graphite', 'blue/off', 'white/metallic', 'silver', '12']",Footwear,shoe
105,"Helly-Hansen Mens Garibaldi 2.0 Waterproof Ski Pant, 674 Bourbon, Large","['helly-hansen', 'mens', 'garibaldi', '20', 'waterproof', 'ski', 'pant', '674', 'bourbon', 'large']",Bottoms,pant
106,"Helly-Hansen Womens Powderqueen 3.0 Waterproof Ski Jacket, 582 Baby Trooper, X-Large","['helly-hansen', 'womens', 'powderqueen', '30', 'waterproof', 'ski', 'jacket', '582', 'baby', 'trooper', 'x-large']","Jackets, Coats, Parkas, and Bombers",jacket
107,"Helly-Hansen Mens Gravitation Waterproof Ski Jacket, 983 Slate, Large","['helly-hansen', 'mens', 'gravitation', 'waterproof', 'ski', 'jacket', '983', 'slate', 'large']","Jackets, Coats, Parkas, and Bombers",jacket
108,"Helly-Hansen Mens LIFA Active Baselayer Pant, 983 Slate, XX-Large","['helly-hansen', 'mens', 'lifa', 'active', 'baselayer', 'pant', '983', 'slate', 'xx-large']",Bottoms,pant
109,"Helly-Hansen Men's Workwear Manchester Rain Pant, Black - M","['helly-hansen', 'men', 'workwear', 'manchester', 'rain', 'pant', 'black', '-', 'm']",Bottoms,pant
110,"Helly-Hansen Mens Seasand Leather Sandals, 990 Black/Fallen Rock, 10","['helly-hansen', 'mens', 'seasand', 'leather', 'sandals', '990', 'black/fallen', 'rock', '10']",Footwear,sandals
111,"Helly-Hansen 75508 Men's LIFA Max Pant, Black - X-Small","['helly-hansen', '75508', 'men', 'lifa', 'max', 'pant', 'black', '-', 'x-small']",Bottoms,pant
112,"Helly Hansen Men's Hydropower Quick Dry 1/2 Zip Double Knit Pullover, 514 Royal Blue, Medium","['helly', 'hansen', 'men', 'hydropower', 'quick', 'dry', '1/2', 'zip', 'double', 'knit', 'pullover', '514', 'royal', 'blue', 'medium']",,NA
113,"Helly-Hansen Women's Salt Inshore Jacket, 619 Skagen Blue, Medium","['helly-hansen', 'women', 'salt', 'inshore', 'jacket', '619', 'skagen', 'blue', 'medium']","Jackets, Coats, Parkas, and Bombers",jacket
114,"Helly-Hansen Mens Alpha Infinity Insulated Waterproof Ski Jacket, 983 Slate, Small","['helly-hansen', 'mens', 'alpha', 'infinity', 'insulated', 'waterproof', 'ski', 'jacket', '983', 'slate', 'small']","Jackets, Coats, Parkas, and Bombers",jacket
