,SKU,keyword,Category,Mapped keyword
747,Oversized Round Acetate Sunglasses,"['oversized', 'round', 'acetate', 'sunglasses']",,NA
748,Mystique Long Down Parka Coat,"['mystique', 'long', 'down', 'parka', 'coat']","Jackets, Coats, Parkas, and Bombers",parka
749,Engraved Heart Trademark Ring,"['engraved', 'heart', 'trademark', 'ring']",JUNK,ring
750,High-Neck Long-Sleeve Printed Shirt,"['high-neck', 'long-sleeve', 'printed', 'shirt']",Shirts and Tops,shirt
751,Ginette Cuffed Rain Boots,"['ginette', 'cuffed', 'rain', 'boots']",Rainwear,rain
752,Cat-Eye GG Injected Sunglasses,"['cat-eye', 'gg', 'injected', 'sunglasses']",,NA
753,Oversized Rectangle Acetate Sunglasses,"['oversized', 'rectangle', 'acetate', 'sunglasses']",,NA
754,Square Gradient Sunglasses,"['square', 'gradient', 'sunglasses']",,NA
755,"PBI Camp Hooded Packable Puffer Jacket, Royal Blue","['pbi', 'camp', 'hooded', 'packable', 'puffer', 'jacket', 'royal', 'blue']","Jackets, Coats, Parkas, and Bombers",puffer
756,Square Acetate Gradient Sunglasses,"['square', 'acetate', 'gradient', 'sunglasses']",,NA
757,GG Marmont Key Sterling Silver Ring,"['gg', 'marmont', 'key', 'sterling', 'silver', 'ring']",JUNK,ring
758,Icon Band Ring in Black,"['icon', 'band', 'ring', 'in', 'black']",JUNK,ring
759,Interlocking G 10mm Stud Earrings in Aged Silver,"['interlocking', 'g', '10mm', 'stud', 'earrings', 'in', 'aged', 'silver']",,NA
760,Double-Breasted Denim Mid Coat,"['double-breasted', 'denim', 'mid', 'coat']","Jackets, Coats, Parkas, and Bombers",coat
761,Waffle Knit Toque,"['waffle', 'knit', 'toque']",Headwear and Neckwear,toque
762,Rialto Camel Hair Belted Short Hooded Coat,"['rialto', 'camel', 'hair', 'belted', 'short', 'hooded', 'coat']","Jackets, Coats, Parkas, and Bombers",coat
763,Manuela Belted Wrap Coat,"['manuela', 'belted', 'wrap', 'coat']","Jackets, Coats, Parkas, and Bombers",coat
764,Tonal Emblem Beanie,"['tonal', 'emblem', 'beanie']",,NA
765,Men's Summer Walk Suede Loafers,"['men', 'summer', 'walk', 'suede', 'loafers']",Footwear,loafers
766,Men's New America's Cup Leather Low-Top Sneakers,"['men', 'new', 'america', 'cup', 'leather', 'low-top', 'sneakers']",Footwear,sneakers
767,Storm System Cashmere Baseball Hat,"['storm', 'system', 'cashmere', 'baseball', 'hat']",Headwear and Neckwear,hat
768,Men's Montcla Logo-Hood Puffer Jacket,"['men', 'montcla', 'logo-hood', 'puffer', 'jacket']","Jackets, Coats, Parkas, and Bombers",puffer
769,Men's Tonal Logo Polo Shirt,"['men', 'tonal', 'logo', 'polo', 'shirt']",Shirts and Tops,polo
770,Men's Square Acetate Logo Sunglasses,"['men', 'square', 'acetate', 'logo', 'sunglasses']",,NA
771,Men's Cloudbust Thunder Lug-Sole Trainer Sneakers,"['men', 'cloudbust', 'thunder', 'lug-sole', 'trainer', 'sneakers']",Footwear,sneakers
772,Men's Metal Aviator Double-Bridge Sunglasses,"['men', 'metal', 'aviator', 'double-bridge', 'sunglasses']",,NA
773,Men's Metal Aviator Sunglasses,"['men', 'metal', 'aviator', 'sunglasses']",,NA
774,Men's Ghost Sterling Silver Bar Bracelet,"['men', 'ghost', 'sterling', 'silver', 'bar', 'bracelet']",,NA
775,Men's Ribbon Race Track T-Shirt,"['men', 'ribbon', 'race', 'track', 't-shirt']",Shirts and Tops,t-shirt
776,Men's Interlocking G Onyx Cufflinks,"['men', 'interlocking', 'g', 'onyx', 'cufflinks']",,NA
777,Men's Cluny Quilted Puffer Jacket w/ Fur Trim,"['men', 'cluny', 'quilted', 'puffer', 'jacket', 'w/', 'fur', 'trim']","Jackets, Coats, Parkas, and Bombers",puffer
778,Men's Aptera Quilted Zip-Pocket Vest,"['men', 'aptera', 'quilted', 'zip-pocket', 'vest']",Vests,vest
779,Men's Classic Flag-Trim Polo Shirt,"['men', 'classic', 'flag-trim', 'polo', 'shirt']",Shirts and Tops,polo
780,Men's Geo Double-Bridge Sunglasses,"['men', 'geo', 'double-bridge', 'sunglasses']",,NA
781,Men's Waffle Side-Stripe Sweater,"['men', 'waffle', 'side-stripe', 'sweater']","Sweaters, Hoodies, Sweatshirts",sweater
782,Men's 1952 Dervo Shiny Down Jacket,"['men', '1952', 'dervo', 'shiny', 'down', 'jacket']","Jackets, Coats, Parkas, and Bombers",jacket
783,Men's Silverstone Cashmere Raglan Sweater,"['men', 'silverstone', 'cashmere', 'raglan', 'sweater']","Sweaters, Hoodies, Sweatshirts",sweater
784,Men's Re-Nylon & Leather Combat Boots,"['men', 're-nylon', '&', 'leather', 'combat', 'boots']",Footwear,boots
785,Men's Open Walk Suede Chukka Boots,"['men', 'open', 'walk', 'suede', 'chukka', 'boots']",Footwear,boots
786,Men's Aviator Logo Sunglasses,"['men', 'aviator', 'logo', 'sunglasses']",,NA
787,Men's Striped-Sleeve Polo Shirt,"['men', 'striped-sleeve', 'polo', 'shirt']",Shirts and Tops,polo
788,Men's Compassor Zip Low-Top Sneakers,"['men', 'compassor', 'zip', 'low-top', 'sneakers']",Footwear,sneakers
789,Men's Marmont GG Aged Silver Cufflinks,"['men', 'marmont', 'gg', 'aged', 'silver', 'cufflinks']",,NA
790,Men's Embroidered Logo T-Shirt,"['men', 'embroidered', 'logo', 't-shirt']",Shirts and Tops,t-shirt
791,Feline Head Sterling Silver Necklace,"['feline', 'head', 'sterling', 'silver', 'necklace']",JUNK,necklace
792,"Polarized Square Acetate Sunglasses, Gray","['polarized', 'square', 'acetate', 'sunglasses', 'gray']",,NA
793,Men's Thick Acetate Square Sunglasses,"['men', 'thick', 'acetate', 'square', 'sunglasses']",,NA
794,Men's Feline Cuff Bangle Bracelet,"['men', 'feline', 'cuff', 'bangle', 'bracelet']",,NA
795,Men's Square Acetate Sunglasses with Signature Web,"['men', 'square', 'acetate', 'sunglasses', 'with', 'signature', 'web']",,NA
796,"Metal Pilot Sunglasses, Gold","['metal', 'pilot', 'sunglasses', 'gold']",,NA
797,Men's Vancouver Suede Ankle Boots,"['men', 'vancouver', 'suede', 'ankle', 'boots']",Footwear,boots
798,Men's Interlocking GG Pendant Necklace,"['men', 'interlocking', 'gg', 'pendant', 'necklace']",JUNK,necklace
799,Men's Rectangle Patterned Acetate Sunglasses,"['men', 'rectangle', 'patterned', 'acetate', 'sunglasses']",,NA
800,Men's Montbeliard Shiny Nylon Jacket,"['men', 'montbeliard', 'shiny', 'nylon', 'jacket']","Jackets, Coats, Parkas, and Bombers",jacket
801,Men's Acetate Aviator Sunglasses,"['men', 'acetate', 'aviator', 'sunglasses']",,NA
802,Men's Triangle Logo Leather Drivers,"['men', 'triangle', 'logo', 'leather', 'drivers']",,NA
803,Saffiano Leather Penny Loafer,"['saffiano', 'leather', 'penny', 'loafer']",Footwear,loafer
804,Men's Cloudbust Thunder Lug-Sole High-Top Sneakers,"['men', 'cloudbust', 'thunder', 'lug-sole', 'high-top', 'sneakers']",Footwear,sneakers
805,Men's English Rib Beanie Hat,"['men', 'english', 'rib', 'beanie', 'hat']",Headwear and Neckwear,hat
806,Men's Interlocking G Silver & Enamel Band Ring,"['men', 'interlocking', 'g', 'silver', '&', 'enamel', 'band', 'ring']",JUNK,ring
807,Men's Classic Baby Cashmere Mezzocollo Sweater,"['men', 'classic', 'baby', 'cashmere', 'mezzocollo', 'sweater']","Sweaters, Hoodies, Sweatshirts",sweater
808,Men's Jersey Flag-Stripe Sweatpants,"['men', 'jersey', 'flag-stripe', 'sweatpants']",,NA
809,Men's Low-Top Leather Downtown Sneakers w/ Logo Plaqu̩,"['men', 'low-top', 'leather', 'downtown', 'sneakers', 'w/', 'logo', 'plaqua']",Footwear,sneakers
810,"Men's Gatto Aged Sterling Silver Ring, Size 9-11","['men', 'gatto', 'aged', 'sterling', 'silver', 'ring', 'size', '9-11']",JUNK,ring
811,Men's Logo Lettering T-Shirt,"['men', 'logo', 'lettering', 't-shirt']",Shirts and Tops,t-shirt
812,Men's Logo-Patch Dad Hat,"['men', 'logo-patch', 'dad', 'hat']",Headwear and Neckwear,hat
813,Men's Gradient Metal Aviator Sunglasses,"['men', 'gradient', 'metal', 'aviator', 'sunglasses']",,NA
814,Men's Thick Injection Square Plaque Sunglasses,"['men', 'thick', 'injection', 'square', 'plaque', 'sunglasses']",,NA
815,Men's Scollo V-Neck Superlight Baby Cashmere Sweater,"['men', 'scollo', 'v-neck', 'superlight', 'baby', 'cashmere', 'sweater']","Sweaters, Hoodies, Sweatshirts",sweater
816,Men's 40mm Dive Icon Bracelet Watch,"['men', '40mm', 'dive', 'icon', 'bracelet', 'watch']",JUNK,watch
817,Men's America's Cup Patent Leather High-Top Sneakers,"['men', 'america', 'cup', 'patent', 'leather', 'high-top', 'sneakers']",Footwear,sneakers
818,Men's Snake Mesh Stainless Steel Bracelet Watch,"['men', 'snake', 'mesh', 'stainless', 'steel', 'bracelet', 'watch']",JUNK,watch
819,Men's Nastro Web Logo Slide Sandals,"['men', 'nastro', 'web', 'logo', 'slide', 'sandals']",Footwear,sandals
820,Men's Sterling Silver Interlocking G Link Bracelet,"['men', 'sterling', 'silver', 'interlocking', 'g', 'link', 'bracelet']",,NA
821,Men's Sterling Silver Ghost Tag Pendant Necklace,"['men', 'sterling', 'silver', 'ghost', 'tag', 'pendant', 'necklace']",JUNK,necklace
822,Men's Mellow Rubber Mules,"['men', 'mellow', 'rubber', 'mules']",Footwear,mules
823,Men's Saffiano Leather Lace-Ups,"['men', 'saffiano', 'leather', 'lace-ups']",,NA
824,Men's Gucci Grip Square 3-Window Watch with Leather Strap,"['men', 'gucci', 'grip', 'square', '3-window', 'watch', 'with', 'leather', 'strap']",JUNK,watch
825,Men's Grenelle Leather Biker Jacket,"['men', 'grenelle', 'leather', 'biker', 'jacket']","Jackets, Coats, Parkas, and Bombers",jacket
826,Men's Flag-Stripe Track Jacket,"['men', 'flag-stripe', 'track', 'jacket']","Jackets, Coats, Parkas, and Bombers",jacket
827,Men's Round Logo Acetate Sunglasses,"['men', 'round', 'logo', 'acetate', 'sunglasses']",,NA
828,"Men's G Cube 6mm Aged Silver Ring, Size 9-11","['men', 'g', 'cube', '6mm', 'aged', 'silver', 'ring', 'size', '9-11']",JUNK,ring
829,Men's Web Rectangle Injection Sunglasses,"['men', 'web', 'rectangle', 'injection', 'sunglasses']",,NA
830,Men's Saffiano Leather Penny Drivers,"['men', 'saffiano', 'leather', 'penny', 'drivers']",,NA
831,Men's GG Marmont Snake Ring,"['men', 'gg', 'marmont', 'snake', 'ring']",JUNK,ring
832,Men's Square Havana Logo Sunglasses,"['men', 'square', 'havana', 'logo', 'sunglasses']",,NA
833,Men's Square Acetate Sunglasses,"['men', 'square', 'acetate', 'sunglasses']",,NA
834,Men's Web Havana Aviator Injection Sunglasses,"['men', 'web', 'havana', 'aviator', 'injection', 'sunglasses']",,NA
835,"Web Aviator Sunglasses, Green/Red/Green","['web', 'aviator', 'sunglasses', 'green/red/green']",,NA
836,Men's Large-Logo Beanie Hat,"['men', 'large-logo', 'beanie', 'hat']",Headwear and Neckwear,hat
837,Men's Re-Nylon & Leather Zip Pocket Combat Boots,"['men', 're-nylon', '&', 'leather', 'zip', 'pocket', 'combat', 'boots']",Footwear,boots
838,Men's Pique Flag-Trim Polo Shirt,"['men', 'pique', 'flag-trim', 'polo', 'shirt']",Shirts and Tops,polo
839,"Square Acetate Sunglasses, Black","['square', 'acetate', 'sunglasses', 'black']",,NA
840,Men's Interlocking G Sterling Silver Pendant Chain Necklace,"['men', 'interlocking', 'g', 'sterling', 'silver', 'pendant', 'chain', 'necklace']",JUNK,necklace
841,Men's 38mm G-Timeless 2-Tone Snake Watch w/ Leather Strap,"['men', '38mm', 'g-timeless', '2-tone', 'snake', 'watch', 'w/', 'leather', 'strap']",JUNK,watch
842,Men's Signature Bee Automatic Bracelet Watch with Black Onyx Dial,"['men', 'signature', 'bee', 'automatic', 'bracelet', 'watch', 'with', 'black', 'onyx', 'dial']",JUNK,watch
843,Men's Agay Quilted Puffer Jacket,"['men', 'agay', 'quilted', 'puffer', 'jacket']","Jackets, Coats, Parkas, and Bombers",puffer
844,Men's Web Square Flat-Top Injection Sunglasses,"['men', 'web', 'square', 'flat-top', 'injection', 'sunglasses']",,NA
845,Men's Square Solid Injection Sunglasses,"['men', 'square', 'solid', 'injection', 'sunglasses']",,NA
846,Men's Rounded Web Acetate Sunglasses,"['men', 'rounded', 'web', 'acetate', 'sunglasses']",,NA
847,Men's Triangle Logo Leather Loafers,"['men', 'triangle', 'logo', 'leather', 'loafers']",Footwear,loafers
848,Baby Cashmere V-Neck Sweater,"['baby', 'cashmere', 'v-neck', 'sweater']","Sweaters, Hoodies, Sweatshirts",sweater
849,Men's Web Aviator Injection Sunglasses,"['men', 'web', 'aviator', 'injection', 'sunglasses']",,NA
850,Men's Tonal Low-Top Sneakers w/ Logo Plaqu̩,"['men', 'tonal', 'low-top', 'sneakers', 'w/', 'logo', 'plaqua']",Footwear,sneakers
851,Men's Tricolor Track Jacket,"['men', 'tricolor', 'track', 'jacket']","Jackets, Coats, Parkas, and Bombers",jacket
852,Men's Reppe Nylon Mock-Neck Jacket,"['men', 'reppe', 'nylon', 'mock-neck', 'jacket']","Jackets, Coats, Parkas, and Bombers",jacket
853,Men's Cashmere Rib-Knit Beanie,"['men', 'cashmere', 'rib-knit', 'beanie']",,NA
854,Men's Sporty Woven Nylon Tape Sandals,"['men', 'sporty', 'woven', 'nylon', 'tape', 'sandals']",Footwear,sandals
855,"Saffiano Leather Chelsea Boots, Black","['saffiano', 'leather', 'chelsea', 'boots', 'black']",Footwear,boots
856,Men's Benamou Short Down Jacket,"['men', 'benamou', 'short', 'down', 'jacket']","Jackets, Coats, Parkas, and Bombers",jacket
857,Men's Signature Polo Shirt,"['men', 'signature', 'polo', 'shirt']",Shirts and Tops,polo
858,Men's Crofton Quilted Hooded Jacket,"['men', 'crofton', 'quilted', 'hooded', 'jacket']","Jackets, Coats, Parkas, and Bombers",jacket
859,Men's Nanaimo Waterproof Jacket,"['men', 'nanaimo', 'waterproof', 'jacket']","Jackets, Coats, Parkas, and Bombers",jacket
860,Men's Kendrick Long Hooded Puffer Coat,"['men', 'kendrick', 'long', 'hooded', 'puffer', 'coat']","Jackets, Coats, Parkas, and Bombers",puffer
861,Men's Mon Corp Ankle Boots,"['men', 'mon', 'corp', 'ankle', 'boots']",Footwear,boots
862,Men's Langford Down Parka w/ Fur Collar,"['men', 'langford', 'down', 'parka', 'w/', 'fur', 'collar']","Jackets, Coats, Parkas, and Bombers",parka
863,MEn's Stormont Quarter-Zip Sweater,"['men', 'stormont', 'quarter-zip', 'sweater']","Sweaters, Hoodies, Sweatshirts",sweater
864,Men's Timothe Signature Stripe Puffer Vest,"['men', 'timothe', 'signature', 'stripe', 'puffer', 'vest']","Jackets, Coats, Parkas, and Bombers",puffer
865,Men's Wyndham Camo-Pattern Parka w/ Fur Trim,"['men', 'wyndham', 'camo-pattern', 'parka', 'w/', 'fur', 'trim']","Jackets, Coats, Parkas, and Bombers",parka
866,Men's Emory Down Parka with Fur-Trim Hood,"['men', 'emory', 'down', 'parka', 'with', 'fur-trim', 'hood']","Jackets, Coats, Parkas, and Bombers",parka
867,Wyndam Down Parka with Fur-Trim Hood,"['wyndam', 'down', 'parka', 'with', 'fur-trim', 'hood']","Jackets, Coats, Parkas, and Bombers",parka
868,Men's Updated Westmount Down Parka w/ Fur,"['men', 'updated', 'westmount', 'down', 'parka', 'w/', 'fur']","Jackets, Coats, Parkas, and Bombers",parka
869,"Dixon-C Lux Down Bomber Jacket w/Fur-Lined Hood, Navy","['dixon-c', 'lux', 'down', 'bomber', 'jacket', 'w/fur-lined', 'hood', 'navy']","Jackets, Coats, Parkas, and Bombers",bomber
870,Men's Wyndham Fur-Trim Parka,"['men', 'wyndham', 'fur-trim', 'parka']","Jackets, Coats, Parkas, and Bombers",parka
871,Men's Macmillan Hooded Parka Coat,"['men', 'macmillan', 'hooded', 'parka', 'coat']","Jackets, Coats, Parkas, and Bombers",parka
872,Men's Armstrong Solid Down Puffer Parka,"['men', 'armstrong', 'solid', 'down', 'puffer', 'parka']","Jackets, Coats, Parkas, and Bombers",puffer
873,Moritz Fur Lined Parka,"['moritz', 'fur', 'lined', 'parka']","Jackets, Coats, Parkas, and Bombers",parka
874,Men's Chateau Hooded Parka,"['men', 'chateau', 'hooded', 'parka']","Jackets, Coats, Parkas, and Bombers",parka
875,Men's Brockton Down Parka w/ Adjustable Hood,"['men', 'brockton', 'down', 'parka', 'w/', 'adjustable', 'hood']","Jackets, Coats, Parkas, and Bombers",parka
876,Glen Leather Down Bomber Jacket with Fur Trim,"['glen', 'leather', 'down', 'bomber', 'jacket', 'with', 'fur', 'trim']","Jackets, Coats, Parkas, and Bombers",bomber
877,Men's Breton Quilted-Panel Coat,"['men', 'breton', 'quilted-panel', 'coat']","Jackets, Coats, Parkas, and Bombers",coat
878,Men's Photojournalist Zip Front Jacket,"['men', 'photojournalist', 'zip', 'front', 'jacket']","Jackets, Coats, Parkas, and Bombers",jacket
879,Men's Lodge PBI Hoody Puffer Jacket,"['men', 'lodge', 'pbi', 'hoody', 'puffer', 'jacket']","Jackets, Coats, Parkas, and Bombers",puffer
880,Men's Edward Down Hooded Jacket,"['men', 'edward', 'down', 'hooded', 'jacket']","Jackets, Coats, Parkas, and Bombers",jacket
881,Men's Square Havana Acetate Sunglasses,"['men', 'square', 'havana', 'acetate', 'sunglasses']",,NA
882,Men's Expedition Hooded Parka Coat,"['men', 'expedition', 'hooded', 'parka', 'coat']","Jackets, Coats, Parkas, and Bombers",parka
883,Carson Down Parka with Fur-Trim Hood,"['carson', 'down', 'parka', 'with', 'fur-trim', 'hood']","Jackets, Coats, Parkas, and Bombers",parka
884,Men's Langford Arctic-Tech Parka Jacket with Fur Hood - Fusion Fit,"['men', 'langford', 'arctic-tech', 'parka', 'jacket', 'with', 'fur', 'hood', '-', 'fusion', 'fit']","Jackets, Coats, Parkas, and Bombers",parka
885,Hybridge Lite Jacket,"['hybridge', 'lite', 'jacket']","Jackets, Coats, Parkas, and Bombers",jacket
886,Men's Hybridge Lite Hooded Jacket,"['men', 'hybridge', 'lite', 'hooded', 'jacket']","Jackets, Coats, Parkas, and Bombers",jacket
887,Men's Sherridon Fur-Trim Hooded Parka,"['men', 'sherridon', 'fur-trim', 'hooded', 'parka']","Jackets, Coats, Parkas, and Bombers",parka
888,Men's Lockeport Hooded Jacket,"['men', 'lockeport', 'hooded', 'jacket']","Jackets, Coats, Parkas, and Bombers",jacket
889,Men's Amherst Pullover Hoodie,"['men', 'amherst', 'pullover', 'hoodie']","Sweaters, Hoodies, Sweatshirts",hoodie
890,Men's Crofton Lightweight Quilted Packable Jacket,"['men', 'crofton', 'lightweight', 'quilted', 'packable', 'jacket']","Jackets, Coats, Parkas, and Bombers",jacket
891,Men's MacCulloch Fur-Trimmed Parka,"['men', 'macculloch', 'fur-trimmed', 'parka']","Jackets, Coats, Parkas, and Bombers",parka
892,Men's Lockeport Arctic Tech Jacket,"['men', 'lockeport', 'arctic', 'tech', 'jacket']","Jackets, Coats, Parkas, and Bombers",jacket
893,Men's Windbridge Full-Zip Wool Sweater,"['men', 'windbridge', 'full-zip', 'wool', 'sweater']","Sweaters, Hoodies, Sweatshirts",sweater
894,Men's Summus Padded Belt Snow Boots,"['men', 'summus', 'padded', 'belt', 'snow', 'boots']",Footwear,boots
895,Men's Crofton Quilted Zip Hoodie,"['men', 'crofton', 'quilted', 'zip', 'hoodie']","Sweaters, Hoodies, Sweatshirts",hoodie
896,Men's Marcus New Tech Fur-Trim Jacket,"['men', 'marcus', 'new', 'tech', 'fur-trim', 'jacket']","Jackets, Coats, Parkas, and Bombers",jacket
897,Men's Hybridge Knit-Sleeve Puffer Jacket,"['men', 'hybridge', 'knit-sleeve', 'puffer', 'jacket']","Jackets, Coats, Parkas, and Bombers",puffer
898,Men's Science Research Jacket,"['men', 'science', 'research', 'jacket']","Jackets, Coats, Parkas, and Bombers",jacket
899,Men's Lodge Zip-Front Puffer Coat,"['men', 'lodge', 'zip-front', 'puffer', 'coat']","Jackets, Coats, Parkas, and Bombers",puffer
900,Men's Lodge Zip-Front Hoodie Puffer Coat,"['men', 'lodge', 'zip-front', 'hoodie', 'puffer', 'coat']","Jackets, Coats, Parkas, and Bombers",puffer
901,MACKAGE Womens Navy V Neck Mini Shift Cocktail Dress Petites Size: 10P,"['mackage', 'womens', 'navy', 'v', 'neck', 'mini', 'shift', 'cocktail', 'dress', 'petites', 'size:', '10p']",,NA
902,Columbia Women's Arcadia II Jacket,"['columbia', 'women', 'arcadia', 'ii', 'jacket']","Jackets, Coats, Parkas, and Bombers",jacket
903,"Gucci Bamboo Eau De Parfum, Perfume for Women, 2.5 Oz","['gucci', 'bamboo', 'eau', 'de', 'parfum', 'perfume', 'for', 'women', '25', 'oz']",JUNK,parfum
904,"($100 Value) Gucci Bloom Eau De Parfum, Perfume for Women, 1.6 oz","['$100', 'value', 'gucci', 'bloom', 'eau', 'de', 'parfum', 'perfume', 'for', 'women', '16', 'oz']",JUNK,parfum
905,"Gucci Rush Eau de Parfum, Perfume for Women, 2.5 Oz","['gucci', 'rush', 'eau', 'de', 'parfum', 'perfume', 'for', 'women', '25', 'oz']",JUNK,parfum
906,($112 Value) Gucci Bloom Acqua Di Fiori Eau De Toilette Perfume For Women 3.3 Oz,"['$112', 'value', 'gucci', 'bloom', 'acqua', 'di', 'fiori', 'eau', 'de', 'toilette', 'perfume', 'for', 'women', '33', 'oz']",JUNK,perfume
907,"($102 Value) Gucci Guilty Eau De Toilette Spray, Perfume for Women, 2.5 Oz","['$102', 'value', 'gucci', 'guilty', 'eau', 'de', 'toilette', 'spray', 'perfume', 'for', 'women', '25', 'oz']",JUNK,perfume
908,"Gucci Guilty Black Eau de Toilette Perfume for Women, 1 Oz Mini & Travel Size","['gucci', 'guilty', 'black', 'eau', 'de', 'toilette', 'perfume', 'for', 'women', '1', 'oz', 'mini', '&', 'travel', 'size']",JUNK,perfume
909,Gucci Opulent Luxury GG0418S Sunglasses 001 Black,"['gucci', 'opulent', 'luxury', 'gg0418s', 'sunglasses', '001', 'black']",,NA
910,Gucci GG0062S 003 Women's Aviator Sunglasses,"['gucci', 'gg0062s', '003', 'women', 'aviator', 'sunglasses']",,NA
911,"Gucci Guilty Black Eau de Toilette, Perfume for Women, 1.7 Oz","['gucci', 'guilty', 'black', 'eau', 'de', 'toilette', 'perfume', 'for', 'women', '17', 'oz']",JUNK,perfume
912,Gucci Grey Gradient Square Sunglasses GG0106S 007 56,"['gucci', 'grey', 'gradient', 'square', 'sunglasses', 'gg0106s', '007', '56']",,NA
913,Gucci Grey Gradient Butterfly Ladies Sunglasses GG0651S-002 59,"['gucci', 'grey', 'gradient', 'butterfly', 'ladies', 'sunglasses', 'gg0651s-002', '59']",,NA
914,"Gucci Guilty Intense Eau de Parfum, Perfume for Women, 1.6 oz","['gucci', 'guilty', 'intense', 'eau', 'de', 'parfum', 'perfume', 'for', 'women', '16', 'oz']",JUNK,parfum
915,"Gucci Bloom Eau De Parfum, Perfume for Women, 5 Oz","['gucci', 'bloom', 'eau', 'de', 'parfum', 'perfume', 'for', 'women', '5', 'oz']",JUNK,parfum
916,BAMBOO WOMEN 1.0 OZ EAU DE PARFUM SPRAY by GUCCI,"['bamboo', 'women', '10', 'oz', 'eau', 'de', 'parfum', 'spray', 'by', 'gucci']",JUNK,parfum
917,"Gucci Bloom Eau de Parfum, Perfume For Women, 1 oz","['gucci', 'bloom', 'eau', 'de', 'parfum', 'perfume', 'for', 'women', '1', 'oz']",JUNK,parfum
918,"Gucci Guilty Black Eau De Toilette, Perfume for Women, 2.5 Oz","['gucci', 'guilty', 'black', 'eau', 'de', 'toilette', 'perfume', 'for', 'women', '25', 'oz']",JUNK,perfume
919,"Gucci Guilty Absolute Eau de Parfum Perfume for Women, 3 Oz Full Size","['gucci', 'guilty', 'absolute', 'eau', 'de', 'parfum', 'perfume', 'for', 'women', '3', 'oz', 'full', 'size']",JUNK,parfum
920,"Gucci Rush 2 Eau de Toilette Spray, Perfume for Women, 1.6 Oz","['gucci', 'rush', '2', 'eau', 'de', 'toilette', 'spray', 'perfume', 'for', 'women', '16', 'oz']",JUNK,perfume
921,"Gucci Guilty Love Edition Pour Femme Eau de Parfum, Perfume for Women, 3 Oz","['gucci', 'guilty', 'love', 'edition', 'pour', 'femme', 'eau', 'de', 'parfum', 'perfume', 'for', 'women', '3', 'oz']",JUNK,parfum
922,"Gucci Premiere Eau de Parfum, Perfume for Women, 2.5 Oz","['gucci', 'premiere', 'eau', 'de', 'parfum', 'perfume', 'for', 'women', '25', 'oz']",JUNK,parfum
923,"Mackage Women's Calla Down Jacket, Navy, X-Small","['mackage', 'women', 'calla', 'down', 'jacket', 'navy', 'x-small']","Jackets, Coats, Parkas, and Bombers",jacket
924,Gucci Bamboo Eau De Parfum Spray for Women 1.6 oz,"['gucci', 'bamboo', 'eau', 'de', 'parfum', 'spray', 'for', 'women', '16', 'oz']",JUNK,parfum
925,"($118 Value) Gucci Flora Eau De Toilette, Perfume for Women, 2.5 Oz","['$118', 'value', 'gucci', 'flora', 'eau', 'de', 'toilette', 'perfume', 'for', 'women', '25', 'oz']",JUNK,perfume
926,Gucci Flora Gorgeous Gardenia 3.3 oz Eau De Parfum Spray For Women EDP,"['gucci', 'flora', 'gorgeous', 'gardenia', '33', 'oz', 'eau', 'de', 'parfum', 'spray', 'for', 'women', 'edp']",JUNK,parfum
927,Guilty by Gucci Eau de Toilette Spray 3 oz,"['guilty', 'by', 'gucci', 'eau', 'de', 'toilette', 'spray', '3', 'oz']",,NA
928,Gucci Grey Gradient Square Sunglasses,"['gucci', 'grey', 'gradient', 'square', 'sunglasses']",,NA
929,Gucci Bamboo by Gucci EDP Spray 2.5 oz For Women,"['gucci', 'bamboo', 'by', 'gucci', 'edp', 'spray', '25', 'oz', 'for', 'women']",,NA
930,"Gucci Bloom Ambrosia Di Fiori Eau De Parfum Intense, Perfume for Women, 3.3 Oz","['gucci', 'bloom', 'ambrosia', 'di', 'fiori', 'eau', 'de', 'parfum', 'intense', 'perfume', 'for', 'women', '33', 'oz']",JUNK,parfum
931,Flora by Gucci 1.7 oz Spray EDP,"['flora', 'by', 'gucci', '17', 'oz', 'spray', 'edp']",,NA
932,"Gucci Bloom Nettare Di Fiori Eau De Parfum Intense Spray, Perfume for Women, 3.4 Oz","['gucci', 'bloom', 'nettare', 'di', 'fiori', 'eau', 'de', 'parfum', 'intense', 'spray', 'perfume', 'for', 'women', '34', 'oz']",JUNK,parfum
933,GUCCI BLOOM DELUXE EDITION WOMEN EAU DE PARFUM NATURAL SPRAY BOX by GUCCI,"['gucci', 'bloom', 'deluxe', 'edition', 'women', 'eau', 'de', 'parfum', 'natural', 'spray', 'box', 'by', 'gucci']",JUNK,parfum
934,Gucci Bloom Eau De Parfum Rollerball 7.4 ml / 0.25 oz New,"['gucci', 'bloom', 'eau', 'de', 'parfum', 'rollerball', '74', 'ml', '/', '025', 'oz', 'new']",JUNK,parfum
935,Gucci Guilty Eau for Women 1.6 oz Eau de Toilette Spray,"['gucci', 'guilty', 'eau', 'for', 'women', '16', 'oz', 'eau', 'de', 'toilette', 'spray']",,NA
936,Gucci GUCCI RUSH 2 Eau De Toilette Spray for Women 1 oz,"['gucci', 'gucci', 'rush', '2', 'eau', 'de', 'toilette', 'spray', 'for', 'women', '1', 'oz']",,NA
